year,age,sex,strata,DU-->FSFV,DU-->FSCV,CS-->FSCV,CS-->FSFV,DU-->CS,CS-->DU
0,2,male,non-maori,,,,,,
1,2,male,non-maori,,,,,,
2,2,male,non-maori,,,,,,
3,2,male,non-maori,,,,,,
4,2,male,non-maori,,,,,,
5,2,male,non-maori,,,,,,
6,2,male,non-maori,,,,,,
7,2,male,non-maori,,,,,,
8,2,male,non-maori,,,,,,
9,2,male,non-maori,,,,,,
10,2,male,non-maori,,,,,,
11,2,male,non-maori,,,,,,
12,2,male,non-maori,,,,,,
13,2,male,non-maori,,,,,,
14,2,male,non-maori,,,,,,
15,2,male,non-maori,,,,,,
16,2,male,non-maori,,,,,,
17,2,male,non-maori,,,,,,
18,2,male,non-maori,,,,,,
19,2,male,non-maori,,,,,,
20,2,male,non-maori,,,,,,
0,2,male,maori,,,,,,
1,2,male,maori,,,,,,
2,2,male,maori,,,,,,
3,2,male,maori,,,,,,
4,2,male,maori,,,,,,
5,2,male,maori,,,,,,
6,2,male,maori,,,,,,
7,2,male,maori,,,,,,
8,2,male,maori,,,,,,
9,2,male,maori,,,,,,
10,2,male,maori,,,,,,
11,2,male,maori,,,,,,
12,2,male,maori,,,,,,
13,2,male,maori,,,,,,
14,2,male,maori,,,,,,
15,2,male,maori,,,,,,
16,2,male,maori,,,,,,
17,2,male,maori,,,,,,
18,2,male,maori,,,,,,
19,2,male,maori,,,,,,
20,2,male,maori,,,,,,
0,2,female,non-maori,,,,,,
1,2,female,non-maori,,,,,,
2,2,female,non-maori,,,,,,
3,2,female,non-maori,,,,,,
4,2,female,non-maori,,,,,,
5,2,female,non-maori,,,,,,
6,2,female,non-maori,,,,,,
7,2,female,non-maori,,,,,,
8,2,female,non-maori,,,,,,
9,2,female,non-maori,,,,,,
10,2,female,non-maori,,,,,,
11,2,female,non-maori,,,,,,
12,2,female,non-maori,,,,,,
13,2,female,non-maori,,,,,,
14,2,female,non-maori,,,,,,
15,2,female,non-maori,,,,,,
16,2,female,non-maori,,,,,,
17,2,female,non-maori,,,,,,
18,2,female,non-maori,,,,,,
19,2,female,non-maori,,,,,,
20,2,female,non-maori,,,,,,
0,2,female,maori,,,,,,
1,2,female,maori,,,,,,
2,2,female,maori,,,,,,
3,2,female,maori,,,,,,
4,2,female,maori,,,,,,
5,2,female,maori,,,,,,
6,2,female,maori,,,,,,
7,2,female,maori,,,,,,
8,2,female,maori,,,,,,
9,2,female,maori,,,,,,
10,2,female,maori,,,,,,
11,2,female,maori,,,,,,
12,2,female,maori,,,,,,
13,2,female,maori,,,,,,
14,2,female,maori,,,,,,
15,2,female,maori,,,,,,
16,2,female,maori,,,,,,
17,2,female,maori,,,,,,
18,2,female,maori,,,,,,
19,2,female,maori,,,,,,
20,2,female,maori,,,,,,
0,7,male,non-maori,,,,,,
1,7,male,non-maori,,,,,,
2,7,male,non-maori,,,,,,
3,7,male,non-maori,,,,,,
4,7,male,non-maori,,,,,,
5,7,male,non-maori,,,,,,
6,7,male,non-maori,,,,,,
7,7,male,non-maori,,,,,,
8,7,male,non-maori,,,,,,
9,7,male,non-maori,,,,,,
10,7,male,non-maori,,,,,,
11,7,male,non-maori,,,,,,
12,7,male,non-maori,,,,,,
13,7,male,non-maori,,,,,,
14,7,male,non-maori,,,,,,
15,7,male,non-maori,,,,,,
16,7,male,non-maori,,,,,,
17,7,male,non-maori,,,,,,
18,7,male,non-maori,,,,,,
19,7,male,non-maori,,,,,,
20,7,male,non-maori,,,,,,
0,7,male,maori,,,,,,
1,7,male,maori,,,,,,
2,7,male,maori,,,,,,
3,7,male,maori,,,,,,
4,7,male,maori,,,,,,
5,7,male,maori,,,,,,
6,7,male,maori,,,,,,
7,7,male,maori,,,,,,
8,7,male,maori,,,,,,
9,7,male,maori,,,,,,
10,7,male,maori,,,,,,
11,7,male,maori,,,,,,
12,7,male,maori,,,,,,
13,7,male,maori,,,,,,
14,7,male,maori,,,,,,
15,7,male,maori,,,,,,
16,7,male,maori,,,,,,
17,7,male,maori,,,,,,
18,7,male,maori,,,,,,
19,7,male,maori,,,,,,
20,7,male,maori,,,,,,
0,7,female,non-maori,,,,,,
1,7,female,non-maori,,,,,,
2,7,female,non-maori,,,,,,
3,7,female,non-maori,,,,,,
4,7,female,non-maori,,,,,,
5,7,female,non-maori,,,,,,
6,7,female,non-maori,,,,,,
7,7,female,non-maori,,,,,,
8,7,female,non-maori,,,,,,
9,7,female,non-maori,,,,,,
10,7,female,non-maori,,,,,,
11,7,female,non-maori,,,,,,
12,7,female,non-maori,,,,,,
13,7,female,non-maori,,,,,,
14,7,female,non-maori,,,,,,
15,7,female,non-maori,,,,,,
16,7,female,non-maori,,,,,,
17,7,female,non-maori,,,,,,
18,7,female,non-maori,,,,,,
19,7,female,non-maori,,,,,,
20,7,female,non-maori,,,,,,
0,7,female,maori,,,,,,
1,7,female,maori,,,,,,
2,7,female,maori,,,,,,
3,7,female,maori,,,,,,
4,7,female,maori,,,,,,
5,7,female,maori,,,,,,
6,7,female,maori,,,,,,
7,7,female,maori,,,,,,
8,7,female,maori,,,,,,
9,7,female,maori,,,,,,
10,7,female,maori,,,,,,
11,7,female,maori,,,,,,
12,7,female,maori,,,,,,
13,7,female,maori,,,,,,
14,7,female,maori,,,,,,
15,7,female,maori,,,,,,
16,7,female,maori,,,,,,
17,7,female,maori,,,,,,
18,7,female,maori,,,,,,
19,7,female,maori,,,,,,
20,7,female,maori,,,,,,
0,12,male,non-maori,,,,,,
1,12,male,non-maori,,,,,,
2,12,male,non-maori,,,,,,
3,12,male,non-maori,,,,,,
4,12,male,non-maori,,,,,,
5,12,male,non-maori,,,,,,
6,12,male,non-maori,,,,,,
7,12,male,non-maori,,,,,,
8,12,male,non-maori,,,,,,
9,12,male,non-maori,,,,,,
10,12,male,non-maori,,,,,,
11,12,male,non-maori,,,,,,
12,12,male,non-maori,,,,,,
13,12,male,non-maori,,,,,,
14,12,male,non-maori,,,,,,
15,12,male,non-maori,,,,,,
16,12,male,non-maori,,,,,,
17,12,male,non-maori,,,,,,
18,12,male,non-maori,,,,,,
19,12,male,non-maori,,,,,,
20,12,male,non-maori,,,,,,
0,12,male,maori,,,,,,
1,12,male,maori,,,,,,
2,12,male,maori,,,,,,
3,12,male,maori,,,,,,
4,12,male,maori,,,,,,
5,12,male,maori,,,,,,
6,12,male,maori,,,,,,
7,12,male,maori,,,,,,
8,12,male,maori,,,,,,
9,12,male,maori,,,,,,
10,12,male,maori,,,,,,
11,12,male,maori,,,,,,
12,12,male,maori,,,,,,
13,12,male,maori,,,,,,
14,12,male,maori,,,,,,
15,12,male,maori,,,,,,
16,12,male,maori,,,,,,
17,12,male,maori,,,,,,
18,12,male,maori,,,,,,
19,12,male,maori,,,,,,
20,12,male,maori,,,,,,
0,12,female,non-maori,,,,,,
1,12,female,non-maori,,,,,,
2,12,female,non-maori,,,,,,
3,12,female,non-maori,,,,,,
4,12,female,non-maori,,,,,,
5,12,female,non-maori,,,,,,
6,12,female,non-maori,,,,,,
7,12,female,non-maori,,,,,,
8,12,female,non-maori,,,,,,
9,12,female,non-maori,,,,,,
10,12,female,non-maori,,,,,,
11,12,female,non-maori,,,,,,
12,12,female,non-maori,,,,,,
13,12,female,non-maori,,,,,,
14,12,female,non-maori,,,,,,
15,12,female,non-maori,,,,,,
16,12,female,non-maori,,,,,,
17,12,female,non-maori,,,,,,
18,12,female,non-maori,,,,,,
19,12,female,non-maori,,,,,,
20,12,female,non-maori,,,,,,
0,12,female,maori,,,,,,
1,12,female,maori,,,,,,
2,12,female,maori,,,,,,
3,12,female,maori,,,,,,
4,12,female,maori,,,,,,
5,12,female,maori,,,,,,
6,12,female,maori,,,,,,
7,12,female,maori,,,,,,
8,12,female,maori,,,,,,
9,12,female,maori,,,,,,
10,12,female,maori,,,,,,
11,12,female,maori,,,,,,
12,12,female,maori,,,,,,
13,12,female,maori,,,,,,
14,12,female,maori,,,,,,
15,12,female,maori,,,,,,
16,12,female,maori,,,,,,
17,12,female,maori,,,,,,
18,12,female,maori,,,,,,
19,12,female,maori,,,,,,
20,12,female,maori,,,,,,
0,17,male,non-maori,,,,,,
1,17,male,non-maori,,,,,,
2,17,male,non-maori,,,,,,
3,17,male,non-maori,,,,,,
4,17,male,non-maori,,,,,,
5,17,male,non-maori,,,,,,
6,17,male,non-maori,,,,,,
7,17,male,non-maori,,,,,,
8,17,male,non-maori,,,,,,
9,17,male,non-maori,,,,,,
10,17,male,non-maori,,,,,,
11,17,male,non-maori,,,,,,
12,17,male,non-maori,,,,,,
13,17,male,non-maori,,,,,,
14,17,male,non-maori,,,,,,
15,17,male,non-maori,,,,,,
16,17,male,non-maori,,,,,,
17,17,male,non-maori,,,,,,
18,17,male,non-maori,,,,,,
19,17,male,non-maori,,,,,,
20,17,male,non-maori,,,,,,
0,17,male,maori,,,,,,
1,17,male,maori,,,,,,
2,17,male,maori,,,,,,
3,17,male,maori,,,,,,
4,17,male,maori,,,,,,
5,17,male,maori,,,,,,
6,17,male,maori,,,,,,
7,17,male,maori,,,,,,
8,17,male,maori,,,,,,
9,17,male,maori,,,,,,
10,17,male,maori,,,,,,
11,17,male,maori,,,,,,
12,17,male,maori,,,,,,
13,17,male,maori,,,,,,
14,17,male,maori,,,,,,
15,17,male,maori,,,,,,
16,17,male,maori,,,,,,
17,17,male,maori,,,,,,
18,17,male,maori,,,,,,
19,17,male,maori,,,,,,
20,17,male,maori,,,,,,
0,17,female,non-maori,,,,,,
1,17,female,non-maori,,,,,,
2,17,female,non-maori,,,,,,
3,17,female,non-maori,,,,,,
4,17,female,non-maori,,,,,,
5,17,female,non-maori,,,,,,
6,17,female,non-maori,,,,,,
7,17,female,non-maori,,,,,,
8,17,female,non-maori,,,,,,
9,17,female,non-maori,,,,,,
10,17,female,non-maori,,,,,,
11,17,female,non-maori,,,,,,
12,17,female,non-maori,,,,,,
13,17,female,non-maori,,,,,,
14,17,female,non-maori,,,,,,
15,17,female,non-maori,,,,,,
16,17,female,non-maori,,,,,,
17,17,female,non-maori,,,,,,
18,17,female,non-maori,,,,,,
19,17,female,non-maori,,,,,,
20,17,female,non-maori,,,,,,
0,17,female,maori,,,,,,
1,17,female,maori,,,,,,
2,17,female,maori,,,,,,
3,17,female,maori,,,,,,
4,17,female,maori,,,,,,
5,17,female,maori,,,,,,
6,17,female,maori,,,,,,
7,17,female,maori,,,,,,
8,17,female,maori,,,,,,
9,17,female,maori,,,,,,
10,17,female,maori,,,,,,
11,17,female,maori,,,,,,
12,17,female,maori,,,,,,
13,17,female,maori,,,,,,
14,17,female,maori,,,,,,
15,17,female,maori,,,,,,
16,17,female,maori,,,,,,
17,17,female,maori,,,,,,
18,17,female,maori,,,,,,
19,17,female,maori,,,,,,
20,17,female,maori,,,,,,
0,22,male,non-maori,,,,,,
1,22,male,non-maori,,,,,,
2,22,male,non-maori,,,,,,
3,22,male,non-maori,,,,,,
4,22,male,non-maori,,,,,,
5,22,male,non-maori,,,,,,
6,22,male,non-maori,,,,,,
7,22,male,non-maori,,,,,,
8,22,male,non-maori,,,,,,
9,22,male,non-maori,,,,,,
10,22,male,non-maori,,,,,,
11,22,male,non-maori,,,,,,
12,22,male,non-maori,,,,,,
13,22,male,non-maori,,,,,,
14,22,male,non-maori,,,,,,
15,22,male,non-maori,,,,,,
16,22,male,non-maori,,,,,,
17,22,male,non-maori,,,,,,
18,22,male,non-maori,,,,,,
19,22,male,non-maori,,,,,,
20,22,male,non-maori,,,,,,
0,22,male,maori,,,,,,
1,22,male,maori,,,,,,
2,22,male,maori,,,,,,
3,22,male,maori,,,,,,
4,22,male,maori,,,,,,
5,22,male,maori,,,,,,
6,22,male,maori,,,,,,
7,22,male,maori,,,,,,
8,22,male,maori,,,,,,
9,22,male,maori,,,,,,
10,22,male,maori,,,,,,
11,22,male,maori,,,,,,
12,22,male,maori,,,,,,
13,22,male,maori,,,,,,
14,22,male,maori,,,,,,
15,22,male,maori,,,,,,
16,22,male,maori,,,,,,
17,22,male,maori,,,,,,
18,22,male,maori,,,,,,
19,22,male,maori,,,,,,
20,22,male,maori,,,,,,
0,22,female,non-maori,,,,,,
1,22,female,non-maori,,,,,,
2,22,female,non-maori,,,,,,
3,22,female,non-maori,,,,,,
4,22,female,non-maori,,,,,,
5,22,female,non-maori,,,,,,
6,22,female,non-maori,,,,,,
7,22,female,non-maori,,,,,,
8,22,female,non-maori,,,,,,
9,22,female,non-maori,,,,,,
10,22,female,non-maori,,,,,,
11,22,female,non-maori,,,,,,
12,22,female,non-maori,,,,,,
13,22,female,non-maori,,,,,,
14,22,female,non-maori,,,,,,
15,22,female,non-maori,,,,,,
16,22,female,non-maori,,,,,,
17,22,female,non-maori,,,,,,
18,22,female,non-maori,,,,,,
19,22,female,non-maori,,,,,,
20,22,female,non-maori,,,,,,
0,22,female,maori,,,,,,
1,22,female,maori,,,,,,
2,22,female,maori,,,,,,
3,22,female,maori,,,,,,
4,22,female,maori,,,,,,
5,22,female,maori,,,,,,
6,22,female,maori,,,,,,
7,22,female,maori,,,,,,
8,22,female,maori,,,,,,
9,22,female,maori,,,,,,
10,22,female,maori,,,,,,
11,22,female,maori,,,,,,
12,22,female,maori,,,,,,
13,22,female,maori,,,,,,
14,22,female,maori,,,,,,
15,22,female,maori,,,,,,
16,22,female,maori,,,,,,
17,22,female,maori,,,,,,
18,22,female,maori,,,,,,
19,22,female,maori,,,,,,
20,22,female,maori,,,,,,
0,27,male,non-maori,,,,,,
1,27,male,non-maori,,,,,,
2,27,male,non-maori,,,,,,
3,27,male,non-maori,,,,,,
4,27,male,non-maori,,,,,,
5,27,male,non-maori,,,,,,
6,27,male,non-maori,,,,,,
7,27,male,non-maori,,,,,,
8,27,male,non-maori,,,,,,
9,27,male,non-maori,,,,,,
10,27,male,non-maori,,,,,,
11,27,male,non-maori,,,,,,
12,27,male,non-maori,,,,,,
13,27,male,non-maori,,,,,,
14,27,male,non-maori,,,,,,
15,27,male,non-maori,,,,,,
16,27,male,non-maori,,,,,,
17,27,male,non-maori,,,,,,
18,27,male,non-maori,,,,,,
19,27,male,non-maori,,,,,,
20,27,male,non-maori,,,,,,
0,27,male,maori,,,,,,
1,27,male,maori,,,,,,
2,27,male,maori,,,,,,
3,27,male,maori,,,,,,
4,27,male,maori,,,,,,
5,27,male,maori,,,,,,
6,27,male,maori,,,,,,
7,27,male,maori,,,,,,
8,27,male,maori,,,,,,
9,27,male,maori,,,,,,
10,27,male,maori,,,,,,
11,27,male,maori,,,,,,
12,27,male,maori,,,,,,
13,27,male,maori,,,,,,
14,27,male,maori,,,,,,
15,27,male,maori,,,,,,
16,27,male,maori,,,,,,
17,27,male,maori,,,,,,
18,27,male,maori,,,,,,
19,27,male,maori,,,,,,
20,27,male,maori,,,,,,
0,27,female,non-maori,,,,,,
1,27,female,non-maori,,,,,,
2,27,female,non-maori,,,,,,
3,27,female,non-maori,,,,,,
4,27,female,non-maori,,,,,,
5,27,female,non-maori,,,,,,
6,27,female,non-maori,,,,,,
7,27,female,non-maori,,,,,,
8,27,female,non-maori,,,,,,
9,27,female,non-maori,,,,,,
10,27,female,non-maori,,,,,,
11,27,female,non-maori,,,,,,
12,27,female,non-maori,,,,,,
13,27,female,non-maori,,,,,,
14,27,female,non-maori,,,,,,
15,27,female,non-maori,,,,,,
16,27,female,non-maori,,,,,,
17,27,female,non-maori,,,,,,
18,27,female,non-maori,,,,,,
19,27,female,non-maori,,,,,,
20,27,female,non-maori,,,,,,
0,27,female,maori,,,,,,
1,27,female,maori,,,,,,
2,27,female,maori,,,,,,
3,27,female,maori,,,,,,
4,27,female,maori,,,,,,
5,27,female,maori,,,,,,
6,27,female,maori,,,,,,
7,27,female,maori,,,,,,
8,27,female,maori,,,,,,
9,27,female,maori,,,,,,
10,27,female,maori,,,,,,
11,27,female,maori,,,,,,
12,27,female,maori,,,,,,
13,27,female,maori,,,,,,
14,27,female,maori,,,,,,
15,27,female,maori,,,,,,
16,27,female,maori,,,,,,
17,27,female,maori,,,,,,
18,27,female,maori,,,,,,
19,27,female,maori,,,,,,
20,27,female,maori,,,,,,
0,32,male,non-maori,,,,,,
1,32,male,non-maori,,,,,,
2,32,male,non-maori,,,,,,
3,32,male,non-maori,,,,,,
4,32,male,non-maori,,,,,,
5,32,male,non-maori,,,,,,
6,32,male,non-maori,,,,,,
7,32,male,non-maori,,,,,,
8,32,male,non-maori,,,,,,
9,32,male,non-maori,,,,,,
10,32,male,non-maori,,,,,,
11,32,male,non-maori,,,,,,
12,32,male,non-maori,,,,,,
13,32,male,non-maori,,,,,,
14,32,male,non-maori,,,,,,
15,32,male,non-maori,,,,,,
16,32,male,non-maori,,,,,,
17,32,male,non-maori,,,,,,
18,32,male,non-maori,,,,,,
19,32,male,non-maori,,,,,,
20,32,male,non-maori,,,,,,
0,32,male,maori,,,,,,
1,32,male,maori,,,,,,
2,32,male,maori,,,,,,
3,32,male,maori,,,,,,
4,32,male,maori,,,,,,
5,32,male,maori,,,,,,
6,32,male,maori,,,,,,
7,32,male,maori,,,,,,
8,32,male,maori,,,,,,
9,32,male,maori,,,,,,
10,32,male,maori,,,,,,
11,32,male,maori,,,,,,
12,32,male,maori,,,,,,
13,32,male,maori,,,,,,
14,32,male,maori,,,,,,
15,32,male,maori,,,,,,
16,32,male,maori,,,,,,
17,32,male,maori,,,,,,
18,32,male,maori,,,,,,
19,32,male,maori,,,,,,
20,32,male,maori,,,,,,
0,32,female,non-maori,,,,,,
1,32,female,non-maori,,,,,,
2,32,female,non-maori,,,,,,
3,32,female,non-maori,,,,,,
4,32,female,non-maori,,,,,,
5,32,female,non-maori,,,,,,
6,32,female,non-maori,,,,,,
7,32,female,non-maori,,,,,,
8,32,female,non-maori,,,,,,
9,32,female,non-maori,,,,,,
10,32,female,non-maori,,,,,,
11,32,female,non-maori,,,,,,
12,32,female,non-maori,,,,,,
13,32,female,non-maori,,,,,,
14,32,female,non-maori,,,,,,
15,32,female,non-maori,,,,,,
16,32,female,non-maori,,,,,,
17,32,female,non-maori,,,,,,
18,32,female,non-maori,,,,,,
19,32,female,non-maori,,,,,,
20,32,female,non-maori,,,,,,
0,32,female,maori,,,,,,
1,32,female,maori,,,,,,
2,32,female,maori,,,,,,
3,32,female,maori,,,,,,
4,32,female,maori,,,,,,
5,32,female,maori,,,,,,
6,32,female,maori,,,,,,
7,32,female,maori,,,,,,
8,32,female,maori,,,,,,
9,32,female,maori,,,,,,
10,32,female,maori,,,,,,
11,32,female,maori,,,,,,
12,32,female,maori,,,,,,
13,32,female,maori,,,,,,
14,32,female,maori,,,,,,
15,32,female,maori,,,,,,
16,32,female,maori,,,,,,
17,32,female,maori,,,,,,
18,32,female,maori,,,,,,
19,32,female,maori,,,,,,
20,32,female,maori,,,,,,
0,37,male,non-maori,,,,,,
1,37,male,non-maori,,,,,,
2,37,male,non-maori,,,,,,
3,37,male,non-maori,,,,,,
4,37,male,non-maori,,,,,,
5,37,male,non-maori,,,,,,
6,37,male,non-maori,,,,,,
7,37,male,non-maori,,,,,,
8,37,male,non-maori,,,,,,
9,37,male,non-maori,,,,,,
10,37,male,non-maori,,,,,,
11,37,male,non-maori,,,,,,
12,37,male,non-maori,,,,,,
13,37,male,non-maori,,,,,,
14,37,male,non-maori,,,,,,
15,37,male,non-maori,,,,,,
16,37,male,non-maori,,,,,,
17,37,male,non-maori,,,,,,
18,37,male,non-maori,,,,,,
19,37,male,non-maori,,,,,,
20,37,male,non-maori,,,,,,
0,37,male,maori,,,,,,
1,37,male,maori,,,,,,
2,37,male,maori,,,,,,
3,37,male,maori,,,,,,
4,37,male,maori,,,,,,
5,37,male,maori,,,,,,
6,37,male,maori,,,,,,
7,37,male,maori,,,,,,
8,37,male,maori,,,,,,
9,37,male,maori,,,,,,
10,37,male,maori,,,,,,
11,37,male,maori,,,,,,
12,37,male,maori,,,,,,
13,37,male,maori,,,,,,
14,37,male,maori,,,,,,
15,37,male,maori,,,,,,
16,37,male,maori,,,,,,
17,37,male,maori,,,,,,
18,37,male,maori,,,,,,
19,37,male,maori,,,,,,
20,37,male,maori,,,,,,
0,37,female,non-maori,,,,,,
1,37,female,non-maori,,,,,,
2,37,female,non-maori,,,,,,
3,37,female,non-maori,,,,,,
4,37,female,non-maori,,,,,,
5,37,female,non-maori,,,,,,
6,37,female,non-maori,,,,,,
7,37,female,non-maori,,,,,,
8,37,female,non-maori,,,,,,
9,37,female,non-maori,,,,,,
10,37,female,non-maori,,,,,,
11,37,female,non-maori,,,,,,
12,37,female,non-maori,,,,,,
13,37,female,non-maori,,,,,,
14,37,female,non-maori,,,,,,
15,37,female,non-maori,,,,,,
16,37,female,non-maori,,,,,,
17,37,female,non-maori,,,,,,
18,37,female,non-maori,,,,,,
19,37,female,non-maori,,,,,,
20,37,female,non-maori,,,,,,
0,37,female,maori,,,,,,
1,37,female,maori,,,,,,
2,37,female,maori,,,,,,
3,37,female,maori,,,,,,
4,37,female,maori,,,,,,
5,37,female,maori,,,,,,
6,37,female,maori,,,,,,
7,37,female,maori,,,,,,
8,37,female,maori,,,,,,
9,37,female,maori,,,,,,
10,37,female,maori,,,,,,
11,37,female,maori,,,,,,
12,37,female,maori,,,,,,
13,37,female,maori,,,,,,
14,37,female,maori,,,,,,
15,37,female,maori,,,,,,
16,37,female,maori,,,,,,
17,37,female,maori,,,,,,
18,37,female,maori,,,,,,
19,37,female,maori,,,,,,
20,37,female,maori,,,,,,
0,42,male,non-maori,,,,,,
1,42,male,non-maori,,,,,,
2,42,male,non-maori,,,,,,
3,42,male,non-maori,,,,,,
4,42,male,non-maori,,,,,,
5,42,male,non-maori,,,,,,
6,42,male,non-maori,,,,,,
7,42,male,non-maori,,,,,,
8,42,male,non-maori,,,,,,
9,42,male,non-maori,,,,,,
10,42,male,non-maori,,,,,,
11,42,male,non-maori,,,,,,
12,42,male,non-maori,,,,,,
13,42,male,non-maori,,,,,,
14,42,male,non-maori,,,,,,
15,42,male,non-maori,,,,,,
16,42,male,non-maori,,,,,,
17,42,male,non-maori,,,,,,
18,42,male,non-maori,,,,,,
19,42,male,non-maori,,,,,,
20,42,male,non-maori,,,,,,
0,42,male,maori,,,,,,
1,42,male,maori,,,,,,
2,42,male,maori,,,,,,
3,42,male,maori,,,,,,
4,42,male,maori,,,,,,
5,42,male,maori,,,,,,
6,42,male,maori,,,,,,
7,42,male,maori,,,,,,
8,42,male,maori,,,,,,
9,42,male,maori,,,,,,
10,42,male,maori,,,,,,
11,42,male,maori,,,,,,
12,42,male,maori,,,,,,
13,42,male,maori,,,,,,
14,42,male,maori,,,,,,
15,42,male,maori,,,,,,
16,42,male,maori,,,,,,
17,42,male,maori,,,,,,
18,42,male,maori,,,,,,
19,42,male,maori,,,,,,
20,42,male,maori,,,,,,
0,42,female,non-maori,,,,,,
1,42,female,non-maori,,,,,,
2,42,female,non-maori,,,,,,
3,42,female,non-maori,,,,,,
4,42,female,non-maori,,,,,,
5,42,female,non-maori,,,,,,
6,42,female,non-maori,,,,,,
7,42,female,non-maori,,,,,,
8,42,female,non-maori,,,,,,
9,42,female,non-maori,,,,,,
10,42,female,non-maori,,,,,,
11,42,female,non-maori,,,,,,
12,42,female,non-maori,,,,,,
13,42,female,non-maori,,,,,,
14,42,female,non-maori,,,,,,
15,42,female,non-maori,,,,,,
16,42,female,non-maori,,,,,,
17,42,female,non-maori,,,,,,
18,42,female,non-maori,,,,,,
19,42,female,non-maori,,,,,,
20,42,female,non-maori,,,,,,
0,42,female,maori,,,,,,
1,42,female,maori,,,,,,
2,42,female,maori,,,,,,
3,42,female,maori,,,,,,
4,42,female,maori,,,,,,
5,42,female,maori,,,,,,
6,42,female,maori,,,,,,
7,42,female,maori,,,,,,
8,42,female,maori,,,,,,
9,42,female,maori,,,,,,
10,42,female,maori,,,,,,
11,42,female,maori,,,,,,
12,42,female,maori,,,,,,
13,42,female,maori,,,,,,
14,42,female,maori,,,,,,
15,42,female,maori,,,,,,
16,42,female,maori,,,,,,
17,42,female,maori,,,,,,
18,42,female,maori,,,,,,
19,42,female,maori,,,,,,
20,42,female,maori,,,,,,
0,47,male,non-maori,,,,,,
1,47,male,non-maori,,,,,,
2,47,male,non-maori,,,,,,
3,47,male,non-maori,,,,,,
4,47,male,non-maori,,,,,,
5,47,male,non-maori,,,,,,
6,47,male,non-maori,,,,,,
7,47,male,non-maori,,,,,,
8,47,male,non-maori,,,,,,
9,47,male,non-maori,,,,,,
10,47,male,non-maori,,,,,,
11,47,male,non-maori,,,,,,
12,47,male,non-maori,,,,,,
13,47,male,non-maori,,,,,,
14,47,male,non-maori,,,,,,
15,47,male,non-maori,,,,,,
16,47,male,non-maori,,,,,,
17,47,male,non-maori,,,,,,
18,47,male,non-maori,,,,,,
19,47,male,non-maori,,,,,,
20,47,male,non-maori,,,,,,
0,47,male,maori,,,,,,
1,47,male,maori,,,,,,
2,47,male,maori,,,,,,
3,47,male,maori,,,,,,
4,47,male,maori,,,,,,
5,47,male,maori,,,,,,
6,47,male,maori,,,,,,
7,47,male,maori,,,,,,
8,47,male,maori,,,,,,
9,47,male,maori,,,,,,
10,47,male,maori,,,,,,
11,47,male,maori,,,,,,
12,47,male,maori,,,,,,
13,47,male,maori,,,,,,
14,47,male,maori,,,,,,
15,47,male,maori,,,,,,
16,47,male,maori,,,,,,
17,47,male,maori,,,,,,
18,47,male,maori,,,,,,
19,47,male,maori,,,,,,
20,47,male,maori,,,,,,
0,47,female,non-maori,,,,,,
1,47,female,non-maori,,,,,,
2,47,female,non-maori,,,,,,
3,47,female,non-maori,,,,,,
4,47,female,non-maori,,,,,,
5,47,female,non-maori,,,,,,
6,47,female,non-maori,,,,,,
7,47,female,non-maori,,,,,,
8,47,female,non-maori,,,,,,
9,47,female,non-maori,,,,,,
10,47,female,non-maori,,,,,,
11,47,female,non-maori,,,,,,
12,47,female,non-maori,,,,,,
13,47,female,non-maori,,,,,,
14,47,female,non-maori,,,,,,
15,47,female,non-maori,,,,,,
16,47,female,non-maori,,,,,,
17,47,female,non-maori,,,,,,
18,47,female,non-maori,,,,,,
19,47,female,non-maori,,,,,,
20,47,female,non-maori,,,,,,
0,47,female,maori,,,,,,
1,47,female,maori,,,,,,
2,47,female,maori,,,,,,
3,47,female,maori,,,,,,
4,47,female,maori,,,,,,
5,47,female,maori,,,,,,
6,47,female,maori,,,,,,
7,47,female,maori,,,,,,
8,47,female,maori,,,,,,
9,47,female,maori,,,,,,
10,47,female,maori,,,,,,
11,47,female,maori,,,,,,
12,47,female,maori,,,,,,
13,47,female,maori,,,,,,
14,47,female,maori,,,,,,
15,47,female,maori,,,,,,
16,47,female,maori,,,,,,
17,47,female,maori,,,,,,
18,47,female,maori,,,,,,
19,47,female,maori,,,,,,
20,47,female,maori,,,,,,
0,52,male,non-maori,,,,,,
1,52,male,non-maori,,,,,,
2,52,male,non-maori,,,,,,
3,52,male,non-maori,,,,,,
4,52,male,non-maori,,,,,,
5,52,male,non-maori,,,,,,
6,52,male,non-maori,,,,,,
7,52,male,non-maori,,,,,,
8,52,male,non-maori,,,,,,
9,52,male,non-maori,,,,,,
10,52,male,non-maori,,,,,,
11,52,male,non-maori,,,,,,
12,52,male,non-maori,,,,,,
13,52,male,non-maori,,,,,,
14,52,male,non-maori,,,,,,
15,52,male,non-maori,,,,,,
16,52,male,non-maori,,,,,,
17,52,male,non-maori,,,,,,
18,52,male,non-maori,,,,,,
19,52,male,non-maori,,,,,,
20,52,male,non-maori,,,,,,
0,52,male,maori,,,,,,
1,52,male,maori,,,,,,
2,52,male,maori,,,,,,
3,52,male,maori,,,,,,
4,52,male,maori,,,,,,
5,52,male,maori,,,,,,
6,52,male,maori,,,,,,
7,52,male,maori,,,,,,
8,52,male,maori,,,,,,
